gene,MitoPathways
DPAGT1,
FKTN,
PCNA,
PREP,
RBP3,
PLPP3,
EIF2B3,
RNASEH2A,
UGT2A1,
NAT9,
CMAS,
FKRP,
DHDDS,
MICALCL,
B3GNTL1,
GPR155,
DAGLB,
CBFA2T3,
CDKN1C,
DFFB,
EDNRB,
EMX1,
GAS6,
GPR34,
GSC2,
BRF1,
HOXD8,
IL11,
INSIG1,
KCNJ1,
LY6H,
SMAD3,
MC4R,
NEO1,
PLCD1,
RELB,
SCN5A,
TCOF1,
TEAD4,
ZBTB17,
ZNF212,
HYAL3,
IRS4,
EIF4G3,
B3GALT2,
FPGT,
RCL1,
AP3S2,
RAPGEF3,
MAN1A2,
PHF8,
SCFD1,
GPR161,
ZZZ3,
B9D1,
TNFRSF21,
POLM,
MDFIC,
SCAND1,
DCDC2,
EPB41L4B,
KANSL2,
CLN6,
HCFC1R1,
ASIC4,
SMPD4,
SLF2,
PLAAT1,
ZNF287,
FNIP2,
EVA1C,
CACNG6,
SENP2,
HIF3A,
GMCL1,
PCDH20,
TRPM8,
HECTD3,
NEIL1,
DENND2D,
ALPK1,
RAB11FIP1,
SGPP1,
RSPH3,
RAB11FIP4,
ZNF341,
THAP3,
ZNF276,
LENG9,
CHST14,
CSMD2,
OSBPL6,
SLAIN1,
SPACA3,
SPATA17,
DIPK1B,
PTCHD1,
PIWIL4,
LAYN,
GLT1D1,
BEST3,
ATP6V0E2,
UNC13D,
SUSD3,
THSD7A,
RNF169,
FRMD3,
TTLL6,
CENATAC,
NANOS1,
PAQR9,
KRT26,
YPEL2,
OR8A1,
OR5AU1,
SH2D5,
DENND6B,
BTBD18,
PPAN-P2RY11,
TGFBR3L,
PTPRE,
DOCK8,
LAMP1,
ZFC3H1,
CAPZB,
MYOM2,
PIWIL2,
ENO2,
GNAO1,
SYT1,
ARPC5,
SYT2,
IQSEC1,
ACVR1,
ADCY7,
PLIN2,
AKT1,
ATF4,
BOK,Mitochondrial dynamics and surveillance > Apoptosis
CHN2,
DYNC1I2,
DUSP8,
ELAVL1,
EML1,
ERCC3,
FOSL2,
FYN,
GRK4,
IMPDH1,
IRAK2,
IRS1,
JUND,
LMO7,
MAD2L1,
MAP3K3,
MYL4,
MYOD1,
MYOG,
NFE2L2,
OSBP,
PDGFRB,
ENPP2,
PLAT,
PPP1R7,
PRKAG1,
PTEN,
PTGIS,
RAPSN,
RBBP4,
RCN2,
RNH1,
RRAD,
MAPK12,
SMARCA4,
SMARCE1,
SOX11,
SRPK2,
SSB,
SSRP1,
TCF12,
TGFBR1,
TGFBR2,
TLE3,
TNS1,
TOP1,
GFUS,
USP4,
XBP1,
PXDN,
TUBA1A,
DEK,
STAM,
TRRAP,
PPFIBP1,
DGKZ,
DEGS1,
CDK13,
FUBP1,
RPS6KA4,
BUB3,
DCLK1,
SNRNP40,
APBA3,
RNF14,
PPM1F,
TLK1,
LPGAT1,
HIPK3,
CDC42EP3,
TBL3,
GIPC1,
PLK2,
TXNL4A,
ILVBL,
PRSS23,
KRR1,
WDR45,
RNF139,
RASA3,
TRAK1,
TRIM32,
STK38L,
PDZRN3,
PPRC1,
TAB2,
WDR43,
PHLDB1,
DTX4,
PACS2,
USP22,
TDRD7,
SH3BP4,
RHBDD3,
RSL1D1,
FBXW2,
SRPK3,
PABPC1,
PDLIM3,
SLCO3A1,
NRBP1,
MYEF2,
RLIM,
CRBN,
SPG21,
ANAPC7,
FKBP7,
MAP3K20,
PPIL3,
MPHOSPH8,
SAMD4B,
BBX,
CDC42SE2,
REXO4,
CLK4,
AFAP1,
FKBP10,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"
ACBD3,
PLEKHF1,
LRRK1,
SNIP1,
RNF122,
SLC35E1,
STN1,
SPSB2,
ITPRIP,
SNX18,
UNC45B,
CNKSR3,
CLVS1,
RBM24,
CNOT6L,
STAC3,
MYLK4,
MARCHF11,
SCX,
TPTEP2-CSNK1E,
CTAGE1,
PARP2,
ECPAS,
XIRP2,
PRAME,
KIAA1210,
SETD9,0
GCOM1,
C5ORF38,
CT62,
SMIM29,
KRTAP13-4,
C5ORF64,
C7ORF61,
SMIM4,
RTL8B,
TYMSOS,
C19ORF83,
CYP11B1,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins"
DUSP21,
CSKMT,Signaling
ART1,
ASPA,
DDIT3,
DXO,
GATA3,
IGFBP2,
NPPB,
PCOLCE,
PMM1,
SCN1B,
UPP1,
PSCA,
OSBPL2,
JMJD6,
ZNF385A,
GMNN,
CAB39,
TM6SF1,
JAM2,
CABLES2,
CIAO2A,
EIF1AD,
ABRA,
FAM161B,
RWDD4,
TGFBRAP1,
SPAG7,
TBCCD1,
THOC7,
RCAN1,
GPS2,
NHS,
PPP2R2B,
STIL,
SLC34A1,
PMVK,
LZTS1,
TREX1,
MGAT4B,
TUSC2,
TNFRSF13B,
SCAPER,
NRN1,
FBXO40,
C21ORF58,
OTULINL,
C11ORF71,
LZTFL1,
ZCCHC10,
TMEM255A,
CNOT11,
TMEM127,
FAM222B,
LENEP,
FAM219B,
TMEM181,
STRA6,
AIDA,
ACD,
ARMC5,
TMEM254,
PLEKHN1,
NKD2,
NAV1,
MVB12B,
TICRR,
AP5B1,
CCDC34,
EOLA1,
ATP6AP1L,
PRR29,
EPSTI1,
GLCCI1,
C2ORF50,
C5ORF47,
MGAT5B,
FAM117B,
ERICH1,
CCDC71L,
CYS1,
SPATS1,
PELI3,
CATSPERE,
GCSAM,
DPY19L2,
C11ORF53,
TEX9,
TEX45,
FAM89A,
CYSRT1,
BLOC1S3,
PRR23B,
PROB1,
FSIP2,
C16ORF95,
FAM243A,
RDX,
CACYBP,
AIF1,
BRCA2,
CLU,
GOLGA3,
ICAM1,
NUMA1,
PCM1,
PECAM1,
PODXL,
SORT1,
SNRPA1,
REPS2,
COG1,
AKAP5,
CEP135,
CCP110,
CASP8AP2,
DPP3,
SYCP2,
PIBF1,
CEP250,
CEP162,
PDS5B,
EXPH5,
GSE1,
PDS5A,
TASOR,
MTUS2,
SZT2,
ICE1,
CATSPERZ,
HEATR5A,
SETBP1,
LTN1,
CFAP61,
FAM184B,
CEP83,
UBAP1,
CDHR5,
SIAE,
HEATR5B,
FAM193B,
SPATA6,
CFAP46,
CASZ1,
SOBP,
RADX,
TMEM144,
MNS1,
CARMIL1,
LRIF1,
TEX11,
KIAA1217,
YLPM1,
GRIPAP1,
CCDC177,
KNL1,
RALGAPB,
PBXIP1,
CEP126,
CARNS1,
CRAMP1,
CCDC146,
CATSPERG,
EPS15L1,
WIZ,
HEATR6,
CPLANE1,
GLB1L,
FAM184A,
PALB2,
CATSPERB,
CEP290,
SPG11,
CFAP43,
CEP63,
EFHC2,
AMN,
STARD3NL,
FSCB,
C4ORF17,
CEP78,
ZNF644,
TMEM175,
CCDC183,
TMEM141,
REPS1,
CFAP74,
DISP2,
CCDC65,
CFAP91,
PIP4P1,
MTDH,
GLMP,
ZNF618,
TENT5B,
CCDC151,
C1ORF87,
CCDC173,
CCDC148,
FAM3D,
MUCL3,
C7ORF31,
HGSNAT,
C9ORF116,
SOGA1,
C10ORF82,
FAM76B,
TMEM190,
LRRC71,
SPICE1,
JAKMIP1,
CREBRF,
TDRP,
KIAA2026,
CFAP58,
C12ORF50,
CLEC14A,
CFAP161,
EID2,
CCDC185,
CCDC116,
TEX44,
SPAG17,
CCDC171,
SAMD9L,
PPP1R32,
SPESP1,
BOD1L1,
NPHP4,
FUOM,
CCDC57,
SMIM24,
GPRIN3,
FAM166C,
CRACDL,
PLET1,
SBSN,
MIGA1,Mitochondrial dynamics and surveillance > Fusion
SIMC1,
SOGA3,
CEP85L,
C1ORF189,
TEX43,
LAMTOR4,
ERVFRD-1,
TMEM232,
CCDC154,
C6ORF132,
C19ORF71,
CCDC180,
CCDC182,
PIN4,
NHLRC2,
POSTN,
POLD2,
IFRD2,
GFI1B,
ST3GAL5,
GTF3C5,
SRA1,
SUMF2,
BRPF3,
EPN1,
ZNF593,
POLR1D,
ZDHHC9,
ERGIC2,
KLHL24,
CHAC1,
HMGN5,
CNDP1,
DPP6,
VIM,
SYNGAP1,
RPRD2,
CCNT2,
DBN1,
GBX2,
KCNC3,
PAX1,
ESS2,
SYN3,
CEP57,
RPIA,Metabolism > Carbohydrate metabolism
OAZ3,
SAYSD1,
ZKSCAN7,
FER1L5,
CCDC105,
GLIPR2,
ELMOD2,
AKR7A3,
HTR3E,
DPEP1,
GAMT,
CD36,
RPL19,
RPS28,
RPL14,
DNPEP,
BLMH,
NGLY1,
CTSE,
HSF1,
EIF3H,
TMED4,
ANK2,
HSPA1A,
HSPA6,
LDHC,
DDX3Y,
ABCA10,
POTEH,
EXD3,
ANKRD36B,
SCD5,
ABCC11,
ANKRD30A,
FAAH2,
LDHAL6A,
ANKRD31,
POTED,
LOC339010,
POTEA,
ANKDD1A,
ANKRD30B,
ANKRD36,
POTEC,
POTEG,
DNAJB3,
ANKRD65,
POTEE,
DNAJC25-GNG10,
BOLA2,
POTEM,
POTEI,
POTEJ,
POTEF,
POTEB2,
LOC100288966,
GPR75-ASB3,
RPS10-NUDT3,
HSPE1-MOB4,
POTEB,
FXYD3,
PPP1R2,
PPP1R3C,
SS18,
GPR137B,
UTF1,
CGGBP1,
RTL8C,
EBAG9,
IER2,
LRRC14,
GPRIN2,
NUP58,
PDCD7,
KCNMB2,
KIAA0930,
PHF24,
KCNE4,
TRPC4AP,
INTS1,
KCNMB3,
BBC3,Mitochondrial dynamics and surveillance > Apoptosis
R3HCC1L,
SSUH2,
C3ORF18,
GASK1B,
RSBN1,
TMEM260,
TMEM39B,
AKIRIN2,
FAM90A1,
NKAPD1,
PACC1,
AP1AR,
PRR11,
KIZ,
TSHZ3,
KIAA1549,
MTMR14,
SCNM1,
PGBD5,
GAL3ST4,
C11ORF80,
RUBCNL,
TSGA10,
CDCA3,
C18ORF21,
NICN1,
SPATA22,
FAM222A,
C1ORF94,
TMEM67,
GORAB,
RMI2,
C8ORF34,
SPATA3,
LYPD6B,
CIBAR1,
TMEM71,
FAM216B,
TERB2,
C2CD4A,
SMIM17,
DCST1,
C22ORF15,
KHDC3L,
CCDC60,
AMN1,
C8ORF74,
KRTAP15-1,
PAN3,
FAM133B,
C17ORF58,
METRNL,
TMEM95,
CCDC137,
RD3,
MSANTD1,
CCDC9B,
KRTAP26-1,
LRRC75B,
LRRC14B,
C17ORF97,
IGIP,
KRTAP24-1,
KRTAP27-1,
TEX22,
MEIKIN,
PRCD,
INSYN2B,
EPOP,
LAMC1,
ESYT1,
MYOF,
TMED9,
TPP1,
CTBS,
GPM6A,
KNG1,
SCN2A,
SCN7A,
USH2A,
ZNF516,
MARF1,
GPNMB,
FOXJ3,
TBC1D9B,
TBC1D9,
CABYR,
RSPH6A,
TEKT1,
ADGRF5,
COL6A5,
HRC,
EFR3B,
CRACD,
RNF34,
TMEM241,
ZC3H18,
RBM33,
CCER1,
FAM98B,
PALM3,
CCDC157,
ADD1,
SLC1A3,
GBF1,
YBX2,
AAMP,
ABL2,
ACHE,
ACR,
ACP3,
ACVR1B,
ACVR2A,
ACVR2B,
ACVRL1,
ADAR,
ADARB1,
ADCY6,
ADCY8,
ADPRH,
PARP1,
GRK2,
GRK3,
AEBP1,
NR0B1,
AHR,
ALK,
ALOX5AP,
AMY2A,
APAF1,
APBA2,
APBB2,
BIRC3,
APOD,
SHROOM2,
ARAF,
TRIM23,
ARHGAP4,
RHOH,
ARNT,
ASCL1,
ASCL2,
ASNS,
ATF1,
ATF3,
ATOH1,
ATP6V0B,
ATP7A,
AUP1,
AXL,
BACH1,
BAD,Mitochondrial dynamics and surveillance > Apoptosis
BCL2,Mitochondrial dynamics and surveillance > Apoptosis
BCL2A1,Mitochondrial dynamics and surveillance > Apoptosis
BCL2L2,Mitochondrial dynamics and surveillance > Apoptosis
BMPR1A,
BMPR1B,
BMX,
BRCA1,
BRAF,
BTN1A1,
BUB1,
BUB1B,
C1R,
C1S,
CA6,
CA7,
CA8,
CA11,
CA12,
DDR1,
CALM3,
CALML3,
CALU,
CAMK4,
CASP3,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis"
CASP4,
CBL,
CBLB,
CD14,
CDK1,
CDK11B,
CDC20,
CDC25A,
CDC27,
CDK2,
CDK4,
CDK6,
CDK7,
CDK8,
CDK9,
CDKN2B,
CDKN2C,
CDKN3,
CEBPD,
CEBPE,
CEBPG,
CETN1,
CETN3,
CHAD,
CHEK1,
CHKA,
CHKB,
CHN1,
CHUK,
CLCN1,
CLCN2,
CLCN3,
CLCN4,
CLCN5,
CLCNKA,
PLK3,
MAP3K8,
CPA1,
CPA2,
CPB2,
CPM,
CPN1,
CRABP1,
CRABP2,
CREB1,
ATF2,
ATF6B,
CREBL2,
CREM,
CRYAA,
CSK,
CSNK1A1,
CSNK1D,
CSNK1G2,
CSNK1G3,
CSTF1,
CTBP2,
CTNS,
CTSG,
CYBB,
CYLD,
CYP1A1,
CYP1B1,
CYP2B6,
CYP2J2,
CYP7A1,
CYP19A1,
CYP51A1,
DGKA,
DGKB,
DGKG,
DAZL,
DCK,
DDB2,
SEPTIN1,
DIO2,
DMPK,0
DMWD,
DNA2,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Metabolism > Metals and cofactors > Fe-S-containing proteins
DNASE1,
DNASE1L1,
DNASE1L2,
DNASE1L3,
DRP2,
EPYC,
DTX1,
DUSP2,
DVL2,
DVL3,
ECT2,
PHC1,
PHC2,
EIF2S1,
ELAVL2,
ELAVL3,
ELAVL4,
EPHA1,
EPHA3,
EPHA4,
EPHA7,
EPHA8,
EPHB1,
EPHB2,
EPHB4,
EPHB6,
EPS8,
ERBB2,
ERBB4,
ERCC1,
ERN1,
FBL,
ESR1,
ESR2,
ESRRB,
ESRRG,
EVPL,
EWSR1,
F7,
F9,
F10,
F11,
F12,
FABP7,
FANCG,
FES,
FGD1,
FGFR1,
FGFR2,
FGR,
FLT3,
FLT4,
FOSB,
FRK,
FSHR,
NR5A2,
FUS,
FUT8,
FYB1,
GAB1,
GALE,
NR6A1,
GEM,
GNB3,
GRK5,
GRK6,
GRB10,
GSK3A,
GSTA1,
GTF3C2,
GUCY1A2,
GUCA1A,
GUCA1B,
GUCY1A1,
GUCY1B1,
GZMK,
GZMM,
HCK,
HELLS,
HGF,
HGFAC,
HMGB1,
HMGB2,
HMGB3,
HMGCR,
HNF4G,
HNRNPA1,
HNRNPA2B1,
HNRNPAB,
HNRNPC,
HNRNPD,
HNRNPF,
HNRNPH1,
HNRNPH2,
HNRNPH3,
HES1,
HSPB2,
ID3,
CFI,
IFIT2,
IFIT3,
IGF1R,
IGHMBP2,
FOXK2,
IMPDH2,
INPP5A,
INPP5B,
INPP5D,
INSR,
JAK3,
JUN,
JUNB,
KDR,
KLC1,
KIF11,
KIFC1,
LCAT,
LCN1,
LCP2,
LIG4,
LIMK2,
FADS3,
CYP4F3,
LTK,
LYL1,
LYN,
SH2D1A,
MAB21L1,
MXD1,
MAK,
MAX,
MCM2,
MCM7,
MEFV,
MAP3K5,
MEST,
MGST2,
CIITA,
MID1,
MAP3K9,
MAP3K11,
NR3C2,
MNT,
MOS,
MSI1,
MST1,
MST1R,
MT-ND6,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
MUSK,
MVD,
MVK,
MYC,
MYD88,
MYF5,
MYF6,
MYH8,
MYO1E,
MYO10,
MYOC,
HNRNPM,
NASP,
NBN,
NCF2,
NCF4,
NCK1,
NEDD9,
NEK3,
NEUROD1,
NEUROD2,
NEUROG1,
NFE2,
NHLH1,
NHLH2,
NOP2,
NONO,
CNOT4,
NOVA1,
NOVA2,
NPAS1,
NPAS2,
NPR2,
NTRK1,
NTRK2,
NTRK3,
ROR2,
DDR2,
NR4A2,
OAS2,
OCM2,
OCRL,
OGN,
OPHN1,
PAFAH1B1,
PAK3,
PRKN,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
CDK17,
CDK18,
PCYT1A,
ENPP1,
PDPK1,
PFDN2,
PFKFB4,
PHKG1,
PHKG2,
PIK3C2B,
PIK3C2G,
PIK3CA,
PIK3CB,
PIK3CD,
PIK3CG,
PIK3R2,
PI4KB,
PKD1,
PLCG2,
PLD2,
PLEK,
PLK1,
PLRG1,
PML,
PMP2,
POLD1,
POLR2G,
PPARD,
PPAT,
PPM1G,
PRIM1,
PRKCG,
PRKCI,
PKN2,
PRKD1,
PRKCQ,
PRKCZ,
PRKG1,
MAPK4,
MAPK8,
MAPK9,
MAPK10,
MAPK13,
MAP2K3,
MAP2K6,
EIF2AK2,
PRKX,
PRSS3,
MASP1,
KLK7,
TMPRSS15,
PRSS8,
KLK6,
KLK10,
PRTN3,
PSKH1,
PSMA4,
PSMB8,
PSMB9,
PSMB10,
PTGDS,
PTK2,
PTK6,
PTK7,
PCYT2,
MAP4K2,
MOK,
RAD51D,
RAP2A,
RARA,
RARB,
RARG,
RASA1,
RASA2,
RBBP5,
RBBP7,
RBM3,
RBM4,
RBMS1,
RCVRN,
UPF1,
RET,
TRIM27,
RGS1,
RGS4,
RGS7,
RGS13,
RGS16,
RIT2,
RING1,
RLBP1,
RNF2,
RNF6,
ROCK1,
RORA,
RORB,
RORC,
RPA1,
RPA2,
RPE65,
RPS6KA3,
RPS6KB1,
RPS6KB2,
RRAS,
RXRA,
RXRG,
SAFB,
SEC13,
MAP2K4,
SRSF1,
SRSF3,
SRSF4,
SRSF5,
SRSF7,
TRA2B,
FBXW4,
SIM1,
SIM2,
SKIV2L,
SKP2,
SLC2A5,
SLC8A3,
SLC9A1,
SLC9A2,
SLC9A3,
SLC9A5,
SLC12A1,
SLC12A3,
SLC17A1,
SLCO1A2,
SLC22A5,
SMARCA2,
HLTF,
SNRPA,
SOS1,
SOS2,
SOX1,
SOX2,
SOX4,
SOX5,
SOX9,
SOX10,
SOX15,
SOX12,
SP100,
SPAG1,
SQLE,
SRC,
SRMS,
SRP72,
SRPK1,
SRY,
TRIM21,
ST14,
STAT2,
STAT3,
STAT4,
STAT5A,
STAT5B,
STAT6,
NEK4,
AURKA,
CDKL5,
STYX,
SYK,
TAF2,
TAF5,
MAP3K7,
TAL1,
TBXAS1,
TCF4,
TCF3,
TCF7,
TCF7L2,
TCF15,
TCF19,
TCF21,
MLX,
TDG,
TEF,
TEK,
TEP1,
TESK1,
NR2F1,
NR2F2,
THRA,
THRB,
TIA1,
TIAL1,
TIE1,
TLR1,
TLR2,
NR2E1,
TMPRSS2,
TNNC1,
TP53,
TP73,
TPH1,
NR2C2,
TRAF6,
TRPC1,
TRPC5,
TSHR,
EIPR1,
TTC3,
TTC4,
TTK,
TTPA,
TUBA3C,
HIRA,
TWIST1,
TXK,
TYK2,
TYMS,
TYRO3,
U2AF1,
UBTF,
NR1H2,
USF2,
USP1,
VAV2,
VDR,
TRPV1,
VRK2,
XRCC1,
XRCC2,
YES1,
SF1,
MKRN3,
TRIM26,
RNF113A,
SLC30A2,
SLC30A3,
MAP3K12,
GPANK1,
NELFE,
AIMP2,
TUSC3,
NR4A3,
FOSL1,
AAAS,
IFT88,
TAF15,
MIA,
CHAF1B,
ZRSR2,
RBM10,
AXIN1,
AXIN2,
BRAP,
CDC7,
SOX14,
RASAL1,
RAD54L,
NCK2,
DYRK3,
DYRK2,
DUSP11,
DHX16,
SMARCA5,
RAE1,
MAP4K3,
PRSS12,
PPM1D,
PIK3R3,
LIPF,
DGKE,
CPZ,
CAMK1,
MAPKAPK5,
BHLHE40,
CDC14A,
CDK10,
MKNK1,
KHSRP,
RGS20,
TP63,
SKAP1,
OASL,
SOCS1,
IRS2,
EIF3G,
SRSF9,
CDC23,
TNK1,
EED,
RNMT,
MYH13,
RIPK1,
PABPC4,
RIPK2,
MPDZ,
DYRK4,
TRIM24,
CDKL1,
CES2,
SOCS2,
CFLAR,
KSR1,
ALKBH1,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
PROZ,
ARHGEF7,
BCL10,
MBD4,
SKAP2,
FUBP3,
KYNU,
BTRC,
USP13,
HSPB3,
NOL3,
KALRN,
CDKL2,
MAP3K14,
RNF8,
RHBDL1,
PSTPIP1,
ASH2L,
LATS1,
SLC16A6,
SLC16A3,
PDLIM1,
PRPF4,
RRP9,
DYRK1B,
CTDP1,
LGI1,
AURKB,
MSC,
WDR46,
SRSF11,
SOCS6,
TAOK2,
SLC22A14,
SLC22A13,
GRAP2,
TMPRSS11D,
CDYL,
QKI,
EIF2AK3,
ARHGEF6,
RASAL2,
PICK1,0
HAND2,
PCYT1B,
CABP1,
MAPK8IP1,
PSMF1,
FXR2,
EEF1E1,
PTGES,
BCAR1,
SOX13,
KIF20B,
CYTIP,
NFE2L3,
RNF7,
KLK4,
RGS6,
IKBKE,
CTR9,
RALGPS1,
TTC37,
SOCS5,
MDC1,
LPIN2,
DZIP3,
SAFB2,
DHX34,
RAB11FIP3,
SETD1A,
STARD8,
FRMPD4,
TOX,
RNF144A,
DHX38,
TRIM14,
GAB2,
RUSC2,
FARP2,
TRIL,
TRIM66,
PJA2,
FCHSD2,
TOX4,
LRRC37A,
RBM19,
G3BP2,
ARNT2,
KIF14,
RBM8A,
OXSR1,
GFPT2,
CRYZL1,
USP15,
USP3,
RBX1,
HNRNPDL,
PTBP3,
AKT3,
NR2E3,
ABI1,
BCL2L10,Mitochondrial dynamics and surveillance > Apoptosis
SH2B3,
MED16,
HMGXB4,
SH2D3C,
RANBP9,
SLC17A4,
USH1C,
PQBP1,
CTDSP2,
KIF20A,
PREB,
ARL4A,
DNAL4,
RBM12,
FAM13A,
G3BP1,
ABI2,
RBM7,
ALYREF,
RNF41,
TRIM13,
PATJ,
TOPORS,
OLIG2,
CTDSPL,
PLIN3,
MFSD10,
LRRC17,
RASGRP2,
HNRNPR,
SLC35B1,
DCAF7,
STAM2,
CNKSR1,
SF3B4,
NET1,
EFS,
CWC27,
RGS19,
TRAIP,
PAK4,
MARCHF6,
KATNB1,
APBB3,
RRAGB,
TLR6,
HMG20A,
TUBA1B,
BTN2A2,
NOD1,
DLC1,
TESK2,
CD2BP2,
ARIH2,
CDC42EP2,
OLFM1,
MCRS1,
VAV3,
BAIAP2,
MAD2L2,
MERTK,
PFDN6,
TRIM38,
NXF1,
CREB3,
ENOX2,
CIB1,
BATF,
ARPC1A,
IFI44,
MAB21L2,
SCGN,
ERN2,
MXD4,
TRIM3,
TRIM16,
RGS14,
IGF2BP1,
IGF2BP3,
IGF2BP2,
CAMKK2,
CELF2,
CGREF1,
DCTN6,
USP39,
TCFL5,
PLK4,
MAP3K2,
MASP2,
GRAP,
NOXA1,
CYP46A1,
SLC22A7,
USP20,
USP19,
MALT1,
PRSS21,
HNRNPA0,
FERMT2,
ATF7,
RBPMS,
RIPK3,
MID2,
TENT4A,
CPSF6,
ABHD2,
SOX30,
SNRNP35,
TOPBP1,
TRIM31,
TRIOBP,
WDR5,
HNRNPUL1,
KIF3A,
PWP1,
WDHD1,
SLC2A6,
MAP4K5,
MAP4K1,
RASSF1,
CELF3,
WBP4,
CHEK2,
KLK8,
IRAK3,
AKAP10,Signaling > cAMP-PKA signaling
TREX2,
DUSP10,
DUSP12,
USP18,
STK38,
CTRC,
U2AF2,
RNF13,
TFEC,
RRAS2,
MRAS,
ATF5,
PUF60,
SCAF8,
RHOBTB3,
LMTK2,
ADGRL1,
NLRP1,
SLITRK3,
DENND3,
WDR47,
RALY,
NCBP2,
ATF6,
HABP4,
SEPHS1,
SIRT2,
SCAP,
SLC4A1AP,
SCMH1,
PAXIP1,
DIP2C,
ACIN1,
KDM2A,
HMGXB3,
MAPKBP1,
PLCH1,
EXOSC7,
KDM1A,
RBM34,
USP33,
TNIK,
FNBP1,
NMNAT2,
CMTR1,
SWAP70,
ARHGAP26,
CDK19,
SARM1,
ANKLE2,
SNX13,
MPRIP,
PASK,
FBXL7,
PLEKHM2,
FBXO28,
RHOBTB2,
ARHGEF9,
MCF2L,
ADGRL2,
FBXW11,
SMG6,
FKBP15,
SLC9A8,
TTC28,
U2SURP,
ANGEL1,
RRP8,
SRGAP2,
SIRT1,
GRIP1,
RHOQ,
TARDBP,
CELA3B,
SLC44A1,
HEY1,
HEY2,
TTC9,
MTREX,
CABIN1,
SLC16A8,
MAPK8IP2,
RBFOX2,
TTC33,
CDK20,
ARL2BP,
CASP14,
SMUG1,
HEBP2,
DAPK2,
CD2AP,
MKRN1,
TSSK2,
CA14,
TRIM29,
SGK3,
SHPK,
AIPL1,
PPIL2,
EML2,
SHC2,
PRPF40B,
SLC24A2,
RASGRP3,
NGEF,
GCA,
KLK5,
TPSG1,
FBXL2,
ABTB2,
USP49,
PRKD2,
PAMR1,
TRIM58,
RNF19A,
OLFML2B,
CNOT10,
SEC31B,
KANK2,
ADGRA2,
TSKU,
CLIP3,
RNF167,
PLEKHG3,
OSBPL3,
IPCEF1,
GIGYF2,
ARHGEF26,
KLK13,
GPSM1,
WIPI2,
LRIT1,
WSB1,
SERBP1,
FBXL21,
FBXL3,
STAP1,
TIAM2,
FBXL5,
OPTC,
FBXO24,
FBXO22,
FBXO10,
FBXO9,
FBXO6,
FBXO4,
PLEK2,
HEYL,
DAZAP1,
RGS17,
RPS6KC1,
SH3YL1,
HBP1,
DNAI1,
NPHP3,
NOX1,
STAU2,
DAPP1,
TAF5L,
SDCBP2,
STK36,
ARHGEF16,
GPKOW,
RNF115,
RBMXL2,
RBMS3,
MOCS3,
HPGDS,
RBMX,
BHLHE22,
RPS6KA6,
HTATSF1,
TOR1B,
SGSM3,
EML4,
SLCO4A1,
REM1,
FLVCR1,
TMPRSS11E,
ASTE1,
HIPK2,
WDR91,
TBK1,
RACGAP1,
BLNK,
CARD10,
CYP2S1,
STRN4,
GPSM2,
EEF2K,
PKN3,
PDZRN4,
TRHDE,
STRN3,
OBP2B,
SH3KBP1,
SOX8,
KCNIP3,
SOCS7,
KLK14,
KLK12,
WRAP73,
SMARCAL1,
DUOX2,
NOX3,
UBQLN3,
DEF6,
ARHGEF4,
SLC45A1,
NEUROG3,
DCAF8,
ASCC1,
FCF1,
TRIM17,
IRAK4,
RNFT1,
SDF4,
SLC45A2,
MRTO4,
TUBD1,
TUBE1,
LEF1,
PLEKHO1,
CPA4,
ABI3,
C1RL,
ANKMY1,
BFAR,
TLR7,
CYP39A1,
FAM13B,
REEP2,
SLC22A17,
MEX3C,
WAC,
TAOK3,
CDC40,
TRPV2,
PRKAG2,
POLK,
SNX9,
RNF138,
LCMT1,
SFMBT1,
CABP2,
SIRT6,
LARP7,
RBMX2,
PPIL1,
RASD1,
STYXL1,Mitochondrial dynamics and surveillance > Apoptosis
UBASH3A,
SHC3,
BCO1,
PRKAG3,
DUOX1,
SLCO1C1,
CSNK1G1,
CPSF2,
BRWD1,
RBM11,
PCBP3,
SNTG1,
SNTG2,
SOX18,
SASH3,
ANLN,
FBXO42,
FBXW5,
ANKIB1,
DGCR8,
SMOX,
RBM47,
APBB1IP,
USP53,
SGTB,
GNB1L,
INO80,
FBXL19,
WDR74,
P4HTM,
SLC35F2,
GIPC2,
ERCC6L,
BCAS3,
BSPRY,
MFSD6,
FBXL12,
EPS8L1,
FNBP1L,
NSUN2,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
RNF43,
SLC66A1,
PXK,
CYP2W1,
RHBDL2,
SOHLH2,
RNF125,
TXNL4B,
TTC12,
ULK4,
TESC,
TTC22,
PAK1IP1,
MARCHF1,
SLC35A5,
FKBP14,
NOL8,
TRMT12,
WIPI1,
ENOX1,
RNF31,
WDR70,
